bioguide_id,crp_id,cand_name,cycle,state,party,chamber,first_elected,next_election,total,spent,cash_on_hand,debt
M001160,N00026914,"Moore, Gwen",2012,WI,D,H,2004,2012,823446.23,810326.08,28111.64,0
M001166,N00026926,"McNerney, Jerry",2012,CA,D,H,2006,2012,2532626.42,2744513.95,31694.25,2954.15
C001067,N00026961,"Clarke, Yvette D",2012,NY,D,H,2006,2012,743730.13,771479.97,29835.08,77748.62
B001251,N00027035,"Butterfield, G K",2012,NC,D,H,2004,2012,901274.34,836321.78,238368.3,0
H001038,N00027060,"Higgins, Brian M",2012,NY,D,H,2004,2012,1091162.23,1031409.79,429442.61,0
F000451,N00027229,"Fitzpatrick, Michael G",2012,PA,R,H,2010,2012,2672026.97,2586003.8,114083.2,16000
L000563,N00027239,"Lipinski, Daniel",2012,IL,D,H,2004,2012,825517.56,589509.33,791533.4,0
C001071,N00027441,"Corker, Bob",2012,TN,R,S,2006,2012,14412168,8472064,5676609,0
M001163,N00027459,"Matsui, Doris O",2012,CA,D,H,2005,2012,908449.38,858322.9,196909.77,7708.38
B001257,N00027462,"Bilirakis, Gus",2012,FL,R,H,2006,2012,758988.49,919050.25,47968.43,0
B001259,N00027464,"Braley, Bruce",2012,IA,D,H,2006,2012,2687007.57,2664440.22,51462.85,659.25
B001256,N00027493,"Bachmann, Michele",2012,MN,R,H,2006,2012,14995937,11946232,2070568,0
K000367,N00027500,"Klobuchar, Amy",2012,MN,D,S,2006,2012,10203513,8532377,1784380,0
C001070,N00027503,"Casey, Bob",2012,PA,D,S,2006,2012,14112753,14342086,110002,0
P000593,N00027510,"Perlmutter, Edwin G",2012,CO,D,H,2006,2012,2975375.65,2988390.89,32207.04,0
C001066,N00027514,"Castor, Kathy",2012,FL,D,H,2006,2012,1020415.31,801763.55,545848.19,0
H001041,N00027522,"Heller, Dean",2012,NV,R,S,2011,2012,9417811,9192588,225225,572460
S001165,N00027523,"Sires, Albio",2012,NJ,D,H,2006,2012,663826.51,660823.72,160021.88,0
C001064,N00027565,"Campbell, John",2012,CA,R,H,2005,2012,1285137.64,1421706.01,581294.27,7655.44
M001169,N00027566,"Murphy, Christopher S",2012,CT,D,H,2006,2012,10543456,10436219,107239,189925
S001172,N00027623,"Smith, Adrian",2012,NE,R,H,2006,2012,1163154.28,705515.2,627791.47,0
B001260,N00027626,"Buchanan, Vernon",2012,FL,R,H,2006,2012,2209719.1,2667717.07,125656.55,250000
H001057,N00027649,"Huelskamp, Tim",2012,KS,R,H,2010,2012,857538,370529.59,519130.05,5375.72
G000555,N00027658,"Gillibrand, Kirsten",2012,NY,D,S,2009,2012,15735457,14257872,1973971,0
M001170,N00027694,"McCaskill, Claire",2012,MO,D,S,2006,2012,21131810,21264093,19153,185768
L000565,N00027741,"Loebsack, David",2012,IA,D,H,2006,2012,1562539.88,1544560.57,21887.02,0
S001168,N00027751,"Sarbanes, John",2012,MD,D,H,2006,2012,1010366.77,640835.69,728898.11,0
J000288,N00027848,"Johnson, Hank",2012,GA,D,H,2006,2012,448223.02,433430.85,17642.25,3211.2
D000622,N00027860,"Duckworth, Tammy",2012,,D, ,,2012,5309495.24,5208691.38,100803.86,93350.59
M001171,N00027891,"Maffei, Dan",2012,,D, ,,2012,2032959.47,2047007.08,59851.52,61609.37
J000289,N00027894,"Jordan, Jim",2012,OH,R,H,2006,2012,1078119.01,839919.17,1081890.46,0
